num,type,d_le,a_le,gender,a1_r1,a1_r2,a1_r3,a1_r4,a1_r5,a1_r6,a1_r7,a1_r8,a1_r9,a1_r10,a1_r11,a1_r12,a1_r13,a1_r14,a1_r15,a1_r16,a1_r17,a1_r18,a1_r19,a1_r20,a1_r21,a1_r22,a1_r23,a1_r24,a2_r1,a2_r2,a2_r3,a2_r4,a2_r5,a2_r6,a2_r7,a2_r8,a2_r9,a2_r10,a2_r11,a2_r12,a2_r13,a2_r14,a2_r15,a2_r16,a2_r17,a2_r18,a2_r19,a2_r20,a2_r21,a2_r22,a2_r23,a2_r24,a3_r1,a3_r2,a3_r3,a3_r4,a3_r5,a3_r6,a3_r7,a3_r8,a3_r9,a3_r10,a3_r11,a3_r12,a3_r13,a3_r14,a3_r15,a3_r16,a3_r17,a3_r18,a3_r19,a3_r20,a3_r21,a3_r22,a3_r23,a3_r24,d1_r1,d1_r2,d1_r3,d1_r4,d1_r5,d1_r6,d1_r7,d1_r8,d1_r9,d1_r10,d1_r11,d1_r12,d1_r13,d1_r14,d1_r15,d1_r16,d1_r17,d1_r18,d1_r19,d1_r20,d1_r21,d1_r22,d1_r23,d1_r24,d2_r1,d2_r2,d2_r3,d2_r4,d2_r5,d2_r6,d2_r7,d2_r8,d2_r9,d2_r10,d2_r11,d2_r12,d2_r13,d2_r14,d2_r15,d2_r16,d2_r17,d2_r18,d2_r19,d2_r20,d2_r21,d2_r22,d2_r23,d2_r24,d3_r1,d3_r2,d3_r3,d3_r4,d3_r5,d3_r6,d3_r7,d3_r8,d3_r9,d3_r10,d3_r11,d3_r12,d3_r13,d3_r14,d3_r15,d3_r16,d3_r17,d3_r18,d3_r19,d3_r20,d3_r21,d3_r22,d3_r23,d3_r24,rt_a1_r1,rt_a1_r2,rt_a1_r3,rt_a1_r4,rt_a1_r5,rt_a1_r6,rt_a1_r7,rt_a1_r8,rt_a1_r9,rt_a1_r10,rt_a1_r11,rt_a1_r12,rt_a1_r13,rt_a1_r14,rt_a1_r15,rt_a1_r16,rt_a1_r17,rt_a1_r18,rt_a1_r19,rt_a1_r20,rt_a1_r21,rt_a1_r22,rt_a1_r23,rt_a1_r24,rt_a2_r1,rt_a2_r2,rt_a2_r3,rt_a2_r4,rt_a2_r5,rt_a2_r6,rt_a2_r7,rt_a2_r8,rt_a2_r9,rt_a2_r10,rt_a2_r11,rt_a2_r12,rt_a2_r13,rt_a2_r14,rt_a2_r15,rt_a2_r16,rt_a2_r17,rt_a2_r18,rt_a2_r19,rt_a2_r20,rt_a2_r21,rt_a2_r22,rt_a2_r23,rt_a2_r24,rt_a3_r1,rt_a3_r2,rt_a3_r3,rt_a3_r4,rt_a3_r5,rt_a3_r6,rt_a3_r7,rt_a3_r8,rt_a3_r9,rt_a3_r10,rt_a3_r11,rt_a3_r12,rt_a3_r13,rt_a3_r14,rt_a3_r15,rt_a3_r16,rt_a3_r17,rt_a3_r18,rt_a3_r19,rt_a3_r20,rt_a3_r21,rt_a3_r22,rt_a3_r23,rt_a3_r24,rt_d1_r1,rt_d1_r2,rt_d1_r3,rt_d1_r4,rt_d1_r5,rt_d1_r6,rt_d1_r7,rt_d1_r8,rt_d1_r9,rt_d1_r10,rt_d1_r11,rt_d1_r12,rt_d1_r13,rt_d1_r14,rt_d1_r15,rt_d1_r16,rt_d1_r17,rt_d1_r18,rt_d1_r19,rt_d1_r20,rt_d1_r21,rt_d1_r22,rt_d1_r23,rt_d1_r24,rt_d2_r1,rt_d2_r2,rt_d2_r3,rt_d2_r4,rt_d2_r5,rt_d2_r6,rt_d2_r7,rt_d2_r8,rt_d2_r9,rt_d2_r10,rt_d2_r11,rt_d2_r12,rt_d2_r13,rt_d2_r14,rt_d2_r15,rt_d2_r16,rt_d2_r17,rt_d2_r18,rt_d2_r19,rt_d2_r20,rt_d2_r21,rt_d2_r22,rt_d2_r23,rt_d2_r24,rt_d3_r1,rt_d3_r2,rt_d3_r3,rt_d3_r4,rt_d3_r5,rt_d3_r6,rt_d3_r7,rt_d3_r8,rt_d3_r9,rt_d3_r10,rt_d3_r11,rt_d3_r12,rt_d3_r13,rt_d3_r14,rt_d3_r15,rt_d3_r16,rt_d3_r17,rt_d3_r18,rt_d3_r19,rt_d3_r20,rt_d3_r21,rt_d3_r22,rt_d3_r23,rt_d3_r24
48,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,1,1,10,1,4,0,7,2,0,6,0,5,0,0,0,0,0,10,0,1,0,0,13,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,5,2,5,2,4,0,6,5,0,8,4,5,0,8,5,0,0,0,0,6,3152,4147,3583,2680,3179,4140,3185,3693,3399,3308,2787,2993,3164,3766,2118,3185,4025,4242,6060,3023,3041,3110,2619,2607,1914,1163,1121,1926,1297,1468,1294,1116,1100,1383,1207,2302,1669,1110,1838,2232,1583,1566,2254,1948,1237,1323,1268,1129,1080,1238,1488,1927,1446,1441,1178,1398,1422,1529,1339,1292,1321,1419,1412,1212,1268,4303,5280,1228,2620,1653,1660,3035,5530,2697,827,1603,1029,923,817,1414,786,1594,1706,2329,904,3999,919,837,953,902,3149,4064,860,852,833,1685,5495,1905,2078,2015,2147,2790,1635,2143,2658,2716,1626,2119,2883,1953,1774,2185,2588,4236,2211,2287,2565,3095,2731,2869,5979,2233,1164,1223,1589,2469,1073,3153,1679,3005,1476,2477,2148,1417,2831,1765,3267,2431,1914,2434,1893,3196,2121,1503
49,0,3,1,2,0,0,0,5,5,0,0,0,0,6,0,0,6,6,6,0,0,0,6,0,0,6,0,0,0,0,0,0,6,8,0,0,0,6,0,0,0,0,7,7,0,0,6,7,0,6,0,0,0,0,0,4,5,6,6,0,6,5,0,0,0,6,6,0,6,0,5,0,0,5,0,6,6,5,6,3,6,6,6,6,6,6,6,6,5,5,5,7,7,7,6,6,6,6,6,6,11,4,2,7,3,5,9,4,4,8,4,5,9,4,4,5,8,5,7,5,5,9,3,5,5,10,4,3,6,6,5,7,4,3,10,5,3,7,4,5,8,2,3,9,3,3,6,8,1942,954,1749,5018,1316,1208,1257,990,853,953,1021,923,4911,8641,1013,1258,905,1366,973,2530,1051,1008,861,4861,941,963,1161,1395,5434,1182,575,2271,1100,2213,1218,1063,2554,1347,1319,1035,853,954,857,1225,881,849,733,1195,2739,2888,2229,4968,2432,2746,2661,1537,3141,3193,1876,1869,1978,1809,3447,2000,6552,1599,4034,2729,2162,1466,1227,2647,2164,2761,1568,1281,1560,1848,1735,2001,2723,5280,2992,3393,1923,1779,1671,1337,10612,2163,1821,1491,2519,1369,1461,1425,8588,4606,2637,8574,3043,2726,2244,7403,1477,4181,3763,2096,2093,1705,3657,3740,2551,3854,8474,2987,2064,4511,3023,2317,2720,1527,2339,3147,1567,2053,5161,1540,3039,1430,1874,1582,3683,1699,2245,2099,1245,1853,1779,1247,2010,1352,1681,3114
50,1,2,2,2,0,0,5,5,0,0,0,0,0,8,0,11,0,8,0,0,0,0,10,9,0,8,0,0,0,0,0,0,17,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,16,16,0,0,0,0,12,0,0,0,8,0,0,15,0,0,0,0,9,9,0,10,10,9,9,0,0,0,5,0,20,0,5,20,0,5,20,0,8,20,0,8,20,0,5,20,0,5,20,0,5,20,20,0,5,20,0,1,20,0,1,20,0,1,20,0,1,20,0,1,20,0,1,20,0,1,5,10,20,1,20,0,5,20,6,6,20,0,7,20,0,3,20,0,10,20,10,0,20,4,3229,3840,6075,1486,2170,5662,3040,1437,1869,3146,1024,7365,938,4660,5002,4963,9827,7932,7995,6175,2098,4644,981,4601,3291,3493,1458,2854,6411,3395,2840,1510,3706,1574,11995,7633,2574,4543,6790,8228,1431,4798,2238,6661,2997,4544,3103,2449,9666,6236,2513,3961,2987,1924,2260,5276,9042,5140,2591,2326,2612,2697,2286,3141,1436,3360,7724,2866,1992,4790,3028,3215,5250,8991,3441,2208,1734,2415,1758,2082,2419,1557,2077,2665,1559,1647,2278,1859,1364,2535,1739,2410,2904,2193,3925,2355,2631,2219,2929,2583,1629,1849,4079,2054,922,1855,1678,1657,2121,1747,6200,1913,1789,2189,3929,2259,1324,2830,2429,1670,6984,9062,4249,1140,1752,1947,2563,1807,1969,7474,7582,4073,1147,5231,1949,1764,1808,1639,1766,2108,3041,4789,1866,6795
51,0,2,3,1,0,0,10,0,10,10,10,10,10,0,10,10,10,10,0,0,1,11,10,10,10,0,0,10,12,0,12,0,12,10,10,10,0,0,12,11,10,10,10,10,10,0,0,10,10,0,0,10,0,0,10,10,0,10,10,10,0,0,10,10,10,0,0,0,0,0,10,10,10,0,0,0,10,11,7,5,5,7,8,9,10,10,6,8,8,10,10,10,10,10,6,6,9,13,6,6,11,7,5,5,7,8,9,10,10,6,8,8,10,10,10,10,10,6,6,9,13,6,6,4,10,11,7,5,5,7,8,9,10,10,6,8,8,10,10,10,10,10,6,6,9,13,6,6,2705,1472,1401,1377,1004,1914,1109,949,884,908,981,887,1422,865,1367,1526,1080,1113,1733,1461,1052,786,1226,1243,2984,2906,4156,7325,1868,4700,2472,2654,2612,4332,6364,3232,4380,4102,6948,4427,4232,1756,1840,3986,2991,2201,1652,1717,2351,1174,2682,3980,4747,6068,3525,3011,1130,1315,2341,1787,2692,886,1984,2741,1100,4050,1860,2105,2210,1750,3423,2807,3458,1738,1231,1855,2587,3715,2113,2227,2764,2311,1878,2145,2088,1814,2588,2513,2723,3758,1903,2163,1156,2748,1778,1464,4339,2830,2231,1431,1500,2094,2801,1785,1863,1740,2136,2558,2871,3912,1818,3620,4087,1615,3009,1750,5671,1061,1401,2639,2589,1706,1872,3435,1546,1466,1367,1256,3132,2957,2436,3034,3003,2974,3418,2866,4451,3183,1626,2569,3426,2864,2682,2629
52,1,1,3,2,0,0,0,0,0,2,10,12,0,0,0,10,10,10,0,0,10,10,0,0,10,0,0,10,4,3,2,0,0,0,8,0,0,0,0,9,0,10,0,0,10,0,0,9,9,0,0,0,0,0,0,0,0,20,10,10,0,0,0,0,15,0,0,12,10,0,0,15,0,0,15,10,11,9,8,7,6,5,10,11,10,10,10,6,10,10,9,8,10,9,10,10,10,10,10,10,10,8,7,5,4,3,7,10,8,6,5,7,8,9,7,5,6,10,7,6,9,7,6,7,10,10,8,6,5,4,8,9,9,8,6,6,8,9,6,5,8,10,5,5,8,8,6,8,2859,2518,1972,3269,7523,6172,3101,2728,2515,3820,2389,4267,2823,2706,1976,1526,3625,3476,2129,2364,2179,2441,5127,4846,4387,4709,5636,5896,2923,3650,6454,2798,4442,4959,4524,6490,3097,10685,2377,3829,5035,4971,3507,5391,7441,4601,2420,8424,2790,2782,3877,5948,1856,3831,4979,4723,2518,4377,3691,7218,8407,1782,2724,6821,3621,5313,4636,7388,7212,4030,4574,6368,3488,1902,7099,1548,1479,1649,3856,1550,3302,4682,4008,8022,1495,9811,8126,3023,1227,8994,1047,10137,6761,4108,2003,2292,3345,2709,1843,1095,2036,1717,1311,4385,1377,1626,4473,2676,1562,1555,2392,1911,2200,1954,1485,1740,1308,960,1135,1101,6289,2054,1420,1830,1403,2652,4155,3178,2479,2434,3185,2041,2286,2011,2587,2329,2012,2283,2033,1987,1833,1875,2565,3781
53,0,3,2,1,0,0,10,0,0,0,0,0,0,10,0,10,0,0,0,0,15,0,0,10,0,10,0,10,0,11,0,10,0,10,10,10,10,0,10,0,10,10,10,10,0,0,10,10,0,10,10,0,1,3,19,0,19,0,20,8,20,1,16,18,11,0,0,20,19,2,1,16,20,20,9,11,10,3,9,13,5,5,5,5,10,11,0,10,10,5,5,5,10,10,2,8,5,10,10,10,5,10,5,5,6,5,3,6,6,5,5,5,6,4,5,6,6,10,6,5,6,6,6,3,15,10,15,20,0,10,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,3212,2838,4045,2100,2305,1744,1054,1853,890,2450,1958,3301,3389,3506,1942,2455,4909,3895,1159,2520,959,2758,5134,4039,3268,1795,3722,1264,752,6189,2462,4147,1403,2727,2146,846,3332,2631,3177,1358,812,1068,2001,2154,2511,1382,1361,10372,9414,11633,6899,5352,12295,10473,9999,11311,8055,8000,9309,11595,9064,9473,9808,6568,7788,5371,8358,8448,7050,9276,6776,2747,5143,1188,1400,2142,2758,1426,4930,5061,3301,4658,2630,4528,2459,1464,838,858,2147,6220,872,836,3965,1591,5428,1510,6525,2937,3320,6836,2256,7495,5519,4663,5525,5142,4277,4831,2344,7349,3644,5631,4096,3050,3567,2102,2459,2801,3424,2660,6987,2677,3424,2583,1879,2253,2381,1934,1182,1251,3015,2446,1454,1537,1436,2247,1540,1929,1540,2458,2047,1693,1753,2739
54,0,1,2,1,0,0,0,5,5,0,0,5,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,6,0,0,0,7,0,0,0,10,0,0,0,4,0,0,0,5,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,5,5,2,2,2,6,3,2,4,8,4,2,5,1,6,4,2,0,6,5,5,0,5,5,5,1,0,2,0,5,0,0,0,10,0,0,0,0,0,2,0,0,5,0,0,0,0,5,0,10,3,3,10,5,5,8,5,9,9,15,5,10,10,10,10,10,0,10,10,10,20,20,20,1495,787,769,849,1800,603,811,638,839,969,593,1683,655,1308,727,874,783,686,827,741,795,1591,1983,3466,2429,2399,1761,1932,4828,2097,3939,1474,1818,1911,2833,2189,2545,4159,2171,4780,2241,1775,1575,1095,5999,2259,2108,4267,1078,2163,935,2867,1047,835,1085,1148,1604,2337,1865,1266,1540,2275,1218,2085,2669,1139,3286,4541,2604,4018,2003,1366,5130,2702,2870,5985,1936,3743,1804,9695,2860,8767,3913,4428,5554,1920,5806,2655,2006,1645,2081,4716,2107,4401,5211,3626,1442,1338,2104,1140,2871,1512,2864,987,2851,1532,955,1226,1048,1692,851,2432,5839,3982,2340,2370,2431,2573,2076,1542,4431,2127,1170,3271,2290,1627,2351,2529,8073,2869,3537,2543,3625,2811,2370,3057,2217,2873,4861,2411,2627,2769,3366,2374
55,0,1,2,1,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,10,1,0,11,7,0,3,11,5,0,3,7,0,0,11,9,0,3,7,11,0,0,0,0,3,9,5,7,1,0,1,0,2,0,1,1,5,0,0,10,7,0,5,0,2,2,0,7,0,9,5,8,5,1,5,0,1,1,2,1,5,2,6,4,7,10,8,5,1,7,1,5,10,2859,854,1629,695,720,589,6142,4493,4576,3837,1308,5560,2938,1815,1648,1509,1637,2046,8314,689,1445,1941,9055,8688,1016,1880,2797,1903,2044,3103,1908,3024,2941,2776,2050,2190,3112,2994,2724,2011,2016,2036,1909,2801,2139,1658,7003,2210,1475,1807,2266,1879,1695,1986,2057,2015,1743,2398,3087,9250,4601,7759,1926,2511,2546,2774,3118,3216,2865,2426,1579,6186,3565,1436,4959,1896,3223,1503,10094,7110,1416,5326,4323,4751,7317,12384,6549,2003,8144,7344,5666,2862,10079,1391,7345,5787,2268,2153,8493,1698,2621,3543,2078,3581,1749,3640,1330,2443,1847,1722,1881,1458,6817,6341,1698,9153,7915,1748,1592,12315,2724,4505,4048,5980,6207,6422,3391,3400,4694,3396,2535,8172,3855,10382,6703,10933,2811,2479,7023,6256,10177,4601,7867,10015
56,1,3,2,1,14,20,0,20,20,20,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,14,14,14,14,14,0,0,0,0,0,0,0,0,0,20,14,0,0,0,14,0,0,0,0,3,0,13,0,12,0,0,0,0,12,0,0,0,0,0,10,0,0,0,12,0,0,0,13,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,5,1,10,1,10,5,15,16,10,15,15,15,10,13,10,10,10,10,10,5,11,11,8,5,5,13,10,5,11,7,8,10,12,14,16,14,5,10,11,12,5,1,10,9,16,14,4,5,5,9,17,5,19,3365,4990,3542,1703,1100,1671,3038,5481,5776,3830,1416,1887,4862,2260,5433,2609,1320,1970,1585,12131,5964,1389,2508,9326,6776,1761,2663,1573,951,911,916,1148,896,833,809,870,893,987,1470,1068,987,967,724,1258,1259,1906,900,883,12846,2290,8743,6266,1681,817,3379,1620,951,8177,1344,795,6179,4295,3992,10063,739,3712,1866,4544,658,654,2960,5763,2675,3364,1926,5089,1491,1605,2649,3598,2249,3708,1283,1714,3554,2570,4681,2926,2063,2389,2530,5281,1458,3391,3283,6216,2381,2648,2135,2127,2264,2240,1396,1661,2472,2600,2428,1896,2474,1936,1066,2562,1585,1933,1210,3185,2958,1443,2343,2115,1643,1762,2357,2001,2503,2007,2652,2003,4237,2561,2948,2220,4724,2557,2490,2413,2198,2202,1832,3450,2215,2160,2939,7302
57,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,7,6,4,1,1,3,5,6,5,0,4,2,2,4,3,2,3,3,3,7,6,6,15,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,8,8,8,6,4,8,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,615,1239,640,646,506,633,704,737,614,683,660,815,593,1379,718,626,651,679,746,685,763,701,647,716,4599,2638,2195,2268,2245,2243,5063,2061,2167,2042,2002,2292,1992,2717,2295,2501,2021,2364,2236,2190,2162,2116,2522,2362,1613,1762,1584,1420,1909,1800,1835,1842,1816,1735,1786,1987,1835,2105,2084,1909,1882,2117,1825,1944,2145,2566,2294,2012,2861,1281,962,1565,2278,850,1214,1682,1101,3425,960,6068,3040,3470,3301,4385,1931,2838,4133,3244,2680,2917,3650,3534,6226,2697,3429,2315,2708,3260,3779,2477,2873,2956,3389,2415,2568,3166,2654,3194,3900,3166,3077,3048,3469,3782,4444,3457,8011,3588,3138,2594,2956,7934,2159,6528,3403,2492,2541,7792,2666,2444,3394,4413,1917,4596,4762,3978,2416,3691,3235,3851
58,0,2,1,1,0,15,0,15,0,14,0,14,0,14,0,13,0,13,0,13,0,13,0,12,0,10,0,10,5,6,3,10,15,9,7,14,5,15,1,17,5,9,9,14,1,5,12,1,3,20,1,15,4,8,10,6,9,2,10,8,12,0,4,3,8,10,15,5,7,0,5,2,4,7,6,2,12,10,8,10,12,10,8,10,8,12,8,12,8,8,12,10,5,10,6,10,6,10,8,5,10,8,12,10,8,8,10,8,10,8,10,8,10,9,11,12,12,10,8,10,7,10,9,11,10,8,8,10,2,4,6,12,4,12,7,12,10,12,6,12,6,6,14,12,2,4,6,10,1879,3429,1579,1768,1573,5389,1437,2335,1750,1735,1407,3361,1302,3650,2189,2670,2118,2656,2286,4207,2963,2805,1869,2797,8745,4519,1561,5412,4962,7458,4700,3678,3331,2368,2452,3871,4556,2525,3430,4588,4735,8077,3204,1947,5037,3746,1957,2488,3957,1470,2943,979,1874,2380,2676,2227,2546,3196,1594,1745,1502,4309,2000,4719,1576,1399,997,2767,1400,1016,962,1441,6613,2627,1858,3080,3344,9668,1231,4899,4370,4028,9401,9362,6330,5003,4039,11008,3515,4170,2152,3755,3099,3781,1488,4133,2013,1350,1074,1965,4980,2232,1890,1189,1887,1599,1658,2759,2235,2250,1044,1714,2515,2040,1718,7210,789,5020,1577,2043,2571,4671,6024,6059,8247,1157,3590,7809,5348,3998,1358,7528,12163,5228,1272,2497,3167,2955,8131,2758,2277,8235,1044,9538
59,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,12,0,0,0,9,0,0,6,0,0,0,0,0,0,8,0,0,0,0,8,0,0,9,0,9,11,0,0,9,0,0,8,9,8,9,8,8,8,8,9,8,8,9,8,8,8,8,8,8,9,8,8,8,10,9,10,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,14,10,8,10,15,8,9,8,9,7,8,8,7,8,9,7,8,8,6,7,8,9,7,7,12,8,8,6,10,8,3332,1940,1714,1787,2150,2717,2344,2063,2610,1012,2340,2017,2889,7324,3183,2130,1576,2820,1666,1766,1804,8580,1497,2080,1951,1773,1856,4237,2015,7316,1336,7490,7242,10875,942,6929,8714,4097,4781,4219,2952,6023,4546,1381,5059,8847,3072,3326,3214,1501,4729,4863,3114,1582,2743,5965,2257,2848,4485,7066,5240,4193,4103,1652,4120,3231,6176,2646,3984,8800,3591,4454,3191,1242,1231,1847,1404,1099,1269,1162,4419,1132,1065,3258,1126,1205,1214,1147,1280,1086,1176,1252,2022,1230,3116,1124,3302,2911,931,714,1177,2240,1712,952,1461,3114,2298,854,1420,1696,1630,3632,1385,11164,4400,3547,3617,6881,7578,3877,2513,10087,6456,8132,2821,2407,1775,4178,5149,6930,2191,6627,2766,4974,2755,5330,6410,11485,6143,4255,4222,4325,4394,6086
61,1,1,3,1,18,0,20,18,0,18,0,18,16,0,18,0,18,19,0,19,0,19,19,0,19,0,18,19,18,0,18,18,0,18,0,19,19,0,18,19,18,18,0,18,0,18,20,0,18,20,19,20,20,0,18,18,0,18,0,18,18,0,18,0,20,19,0,19,0,19,19,0,20,0,19,19,20,20,1,20,20,20,1,20,20,0,20,20,20,20,20,20,20,20,20,0,20,20,15,0,15,17,0,1,15,20,0,19,0,12,18,0,19,0,19,19,0,20,0,0,20,19,0,1,15,18,16,15,15,10,15,10,16,5,15,17,10,5,15,16,10,18,17,5,18,19,10,18,6475,1744,2138,2195,2326,2320,1572,2484,3082,2132,1728,1544,3386,2840,2219,1672,2638,2307,2462,1652,1801,1730,4062,2753,3583,1671,1580,3324,1523,2196,1913,1592,3802,3001,1417,2308,2302,3079,1235,2917,2386,2522,2450,1372,2127,1889,3300,2547,2105,1882,1845,1640,2121,1677,1353,1416,1581,1398,1419,1518,3821,1475,1788,1534,2145,1651,1433,1446,1615,1993,3048,3187,2685,1196,4043,1141,1871,4221,4208,2108,1264,1745,1609,3866,2696,2643,2485,2384,2488,2122,4501,2997,1764,2294,5671,1434,3427,3057,7903,3686,2363,1491,4338,1915,1263,3586,6300,1405,2106,1545,2540,2805,5429,5721,1927,6285,4299,4824,4827,3657,1149,1633,6144,4836,3142,3278,1795,2978,3114,3641,3654,1584,2126,2246,2526,5117,3537,1769,1822,2300,2782,1834,2965,3133
62,0,1,3,1,3,1,0,8,0,0,0,0,0,0,0,9,1,0,0,11,1,0,0,0,1,9,1,1,0,0,0,8,0,1,0,0,0,0,0,10,0,1,0,9,0,1,0,0,0,11,0,1,0,0,1,8,0,0,0,0,0,0,1,10,0,0,1,8,0,0,0,0,1,10,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0,0,0,1,0,0,5,5,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,5,5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,3280,2091,647,841,728,939,667,676,581,696,1379,705,651,590,616,846,589,672,656,780,766,737,1844,1984,999,3604,1353,1101,940,911,1376,1200,1178,990,1336,2067,1253,2666,932,970,2121,2210,1635,1038,1006,1520,1933,2128,1300,1513,2383,1054,8132,1820,1418,1614,1656,1511,1279,1256,1182,1316,1296,2265,1553,1480,1650,1529,1681,1305,1589,1630,2292,2585,2397,2572,4436,2489,2532,2209,2154,3615,2401,2047,2876,4264,4396,2361,2795,2159,2464,1816,3347,3094,1770,1764,4079,1852,2056,1909,3521,1921,2246,1998,2285,2041,2033,2158,2100,2160,1926,6387,3048,1568,1660,2527,1905,1972,1646,2001,8082,1340,1220,1346,1463,1575,3463,1733,1218,1611,1748,1856,1688,2635,1272,1847,2089,2027,1252,1292,1400,1191,1799,2625
63,1,3,2,1,10,0,0,0,8,0,0,8,0,0,0,0,0,0,0,8,9,0,8,0,0,0,16,0,10,0,0,0,9,0,0,8,3,0,0,0,0,0,0,0,0,0,8,0,0,1,8,0,10,0,0,0,8,0,8,8,0,0,0,0,0,0,0,9,0,0,9,9,0,0,9,0,11,10,12,8,9,12,8,11,15,12,14,16,12,15,12,15,15,6,12,12,14,11,12,18,5,5,5,5,5,5,5,11,5,5,15,15,15,5,5,5,5,5,15,15,5,5,5,5,15,13,11,8,5,9,9,1,16,11,8,11,11,12,8,6,8,6,6,9,11,6,6,11,3606,1802,2102,1414,2879,1420,1151,836,3106,1856,2351,2102,2358,1808,1445,2100,3764,1142,3422,3657,2166,1606,8476,1213,3177,1540,1154,755,967,853,769,859,12,1118,1360,871,924,795,637,888,799,1850,903,2184,794,1077,1168,1083,3781,1719,1126,1208,1204,1295,1115,982,2266,2224,918,1421,2417,2399,2183,3626,913,1195,1020,1159,1004,939,1018,2025,5243,3536,2693,916,1032,5643,6451,1971,3798,2273,3985,3124,2138,12,3716,4725,4291,3967,4441,5119,8343,3050,3289,6780,7673,9449,2019,2102,2399,4283,5316,2017,2436,6618,3891,2717,2194,3195,3345,4646,3732,6571,1880,4054,935,2631,2504,2144,1347,1905,1591,1284,1184,2482,2959,1273,1320,3325,1215,1271,2900,1659,2228,2790,1336,979,1654,1256,1457,3059,1497,2162
64,0,2,3,2,0,0,0,0,5,0,0,10,10,0,0,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9,9,0,0,10,11,0,0,7,7,0,5,0,7,3,5,0,0,0,6,0,0,0,0,5,10,11,15,10,12,0,0,0,0,15,12,15,15,10,0,15,12,0,0,0,10,10,10,10,10,10,10,8,12,10,5,10,10,5,10,10,8,10,10,10,9,5,10,8,10,10,8,9,8,10,8,8,15,10,8,10,8,8,8,8,10,10,10,10,15,10,8,10,10,5,6,6,10,10,5,8,15,13,3,3,10,3,12,8,6,5,10,5,5,1,15,5,6175,1628,1931,1625,4261,1572,1864,3426,5906,1647,1643,4688,1722,1614,2010,1995,2014,2235,2274,1787,1648,2476,2031,1775,2611,1876,2675,2881,1709,3402,2704,1935,2036,1418,1668,1984,3270,2560,1645,2157,2668,3594,5163,1631,1800,1861,1980,5439,2310,2173,2531,1771,4749,1988,2907,2433,2109,2440,1368,2231,1571,4081,2825,2673,3180,1571,2185,2914,2656,1471,2347,3230,5990,3256,4822,5343,6493,2541,3229,1724,3809,2475,2607,6643,3149,4846,2721,2627,2893,3871,4870,4845,2703,1968,8486,4073,3741,4609,3250,1420,3063,2013,3049,1525,1707,1689,905,1593,1584,1571,1310,1334,1874,1559,1473,1508,2050,1581,1200,4103,7153,1466,2477,1006,3704,1768,1981,2873,2608,5806,2841,1813,1758,1448,2226,1912,2539,2400,1512,3554,2997,3283,7085,2147
